datetime,rear_motor_rpm,front_motor_rpm
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:49,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:50,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:51,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:52,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:53,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:54,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:55,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
2023-07-06 03:44:56,0,0
