datetime,BMS Temp,BatteryAdaptiveSOC,BatteryAdaptiveAmphours,AuxilaryBatteryVoltage
2023-06-27 15:48:47.330845,33,85.0,178.8,12.9
2023-06-27 15:48:49.330892,33,85.0,178.8,12.9
2023-06-27 15:48:51.331014,33,85.0,178.8,12.9
2023-06-27 15:48:53.330989,33,85.0,178.70000000000002,12.9
2023-06-27 15:48:55.330939,33,85.0,178.70000000000002,12.9
2023-06-27 15:48:57.331170,33,85.0,178.70000000000002,12.9
2023-06-27 15:48:59.331204,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:01.331267,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:03.331240,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:05.331278,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:07.331337,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:09.331450,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:11.331431,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:13.331487,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:15.331329,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:17.331278,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:19.331433,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:21.331411,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:23.331529,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:25.331600,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:27.331650,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:29.331753,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:31.331734,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:33.331822,33,85.0,178.70000000000002,12.700000000000001
2023-06-27 15:49:35.331902,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:37.331535,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:39.331939,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:41.331995,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:43.332050,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:47.528452,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:49.528511,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:51.528554,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:53.528609,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:55.528268,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:57.528647,33,85.0,178.70000000000002,12.9
2023-06-27 15:49:59.528786,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:01.528813,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:03.528881,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:05.528632,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:07.528971,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:09.528824,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:11.528779,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:13.528931,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:15.528935,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:17.528967,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:19.529027,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:21.529072,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:23.529128,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:25.529247,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:27.529334,33,85.0,178.70000000000002,12.9
2023-06-27 15:50:29.529293,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:31.529446,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:33.529404,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:35.529446,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:37.529404,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:39.529417,33,85.0,178.60000000000002,12.8
2023-06-27 15:50:41.529819,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:43.529882,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:45.529933,33,85.0,178.60000000000002,12.8
2023-06-27 15:50:47.530052,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:49.530115,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:51.530163,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:53.529815,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:55.530271,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:57.529933,33,85.0,178.60000000000002,12.9
2023-06-27 15:50:59.530316,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:01.530361,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:03.530000,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:05.530150,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:07.530137,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:09.530600,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:11.530438,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:13.530538,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:15.530618,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:17.530600,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:19.530673,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:21.530718,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:23.530767,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:25.530822,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:27.530951,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:29.530842,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:31.531062,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:33.531057,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:35.530365,33,85.0,178.60000000000002,12.9
2023-06-27 15:51:37.531244,33,85.0,178.5,12.9
2023-06-27 15:51:39.531299,33,85.0,178.5,12.9
2023-06-27 15:51:41.531283,33,85.0,178.5,12.9
2023-06-27 15:51:43.531410,33,85.0,178.5,12.9
2023-06-27 15:51:45.531190,33,85.0,178.5,12.9
2023-06-27 15:51:47.531072,33,85.0,178.5,12.9
2023-06-27 15:51:49.531209,33,85.0,178.5,12.8
2023-06-27 15:51:51.531364,33,85.0,178.5,12.9
2023-06-27 15:51:53.531691,33,85.0,178.5,12.9
2023-06-27 15:51:55.531349,33,85.0,178.5,12.9
2023-06-27 15:51:57.531325,33,85.0,178.5,12.9
2023-06-27 15:51:59.531476,33,85.0,178.5,12.9
2023-06-27 15:52:01.531857,34,85.0,178.5,12.9
2023-06-27 15:52:03.531567,33,85.0,178.5,12.9
2023-06-27 15:52:05.532024,34,85.0,178.5,12.9
2023-06-27 15:52:07.531821,33,85.0,178.5,12.9
2023-06-27 15:52:09.532073,33,85.0,178.5,12.9
2023-06-27 15:52:11.532127,34,85.0,178.5,12.9
2023-06-27 15:52:13.532197,33,85.0,178.5,12.9
2023-06-27 15:52:15.532249,33,85.0,178.5,12.9
2023-06-27 15:52:17.532369,34,85.0,178.5,12.9
2023-06-27 15:52:19.532437,34,85.0,178.5,12.9
2023-06-27 15:52:21.532311,34,85.0,178.5,12.9
2023-06-27 15:52:23.532484,34,85.0,178.5,12.9
2023-06-27 15:52:25.532578,33,85.0,178.5,12.9
2023-06-27 15:52:27.532586,34,85.0,178.5,12.9
2023-06-27 15:52:29.532758,33,85.0,178.5,12.9
2023-06-27 15:52:31.532780,34,85.0,178.5,12.9
2023-06-27 15:52:33.532830,34,85.0,178.5,12.9
2023-06-27 15:52:35.532884,34,85.0,178.5,12.9
2023-06-27 15:52:37.532482,34,85.0,178.5,12.9
2023-06-27 15:52:39.533010,34,85.0,178.5,12.9
2023-06-27 15:52:41.532990,34,85.0,178.5,12.9
2023-06-27 15:52:43.533120,34,85.0,178.5,12.9
2023-06-27 15:52:45.533107,34,85.0,178.5,12.9
2023-06-27 15:52:47.533069,34,85.0,178.5,12.9
2023-06-27 15:52:49.533225,34,85.0,178.5,12.9
2023-06-27 15:52:51.533125,34,85.0,178.5,12.9
2023-06-27 15:52:53.533346,34,85.0,178.5,12.9
2023-06-27 15:52:55.533401,34,85.0,178.5,12.8
2023-06-27 15:52:57.533463,34,85.0,178.5,12.9
2023-06-27 15:52:59.533521,34,85.0,178.5,12.9
2023-06-27 15:53:01.533864,34,85.0,178.5,12.9
2023-06-27 15:53:03.533936,34,85.0,178.5,12.9
2023-06-27 15:53:05.533904,34,85.0,178.5,12.9
2023-06-27 15:53:07.533966,34,85.0,178.5,12.8
2023-06-27 15:53:09.534016,34,85.0,178.5,12.9
2023-06-27 15:53:11.534072,34,85.0,178.5,12.9
2023-06-27 15:53:13.534032,34,85.0,178.5,12.9
2023-06-27 15:53:15.534005,34,85.0,178.5,12.8
2023-06-27 15:53:17.534342,34,85.0,178.5,12.9
2023-06-27 15:53:19.534381,34,85.0,178.5,12.9
2023-06-27 15:53:21.534440,34,85.0,178.5,12.9
2023-06-27 15:53:23.534434,34,85.0,178.5,12.8
2023-06-27 15:53:25.534557,34,85.0,178.5,12.9
2023-06-27 15:53:27.534549,34,85.0,178.5,12.8
2023-06-27 15:53:29.534678,34,85.0,178.5,12.9
2023-06-27 15:53:31.534533,34,85.0,178.5,12.9
2023-06-27 15:53:33.534606,34,84.5,178.4,12.9
2023-06-27 15:53:35.534590,34,84.5,178.4,12.9
2023-06-27 15:53:37.534646,34,84.5,178.4,12.9
2023-06-27 15:53:39.532969,34,84.5,178.4,12.9
2023-06-27 15:53:41.534770,34,84.5,178.4,12.9
2023-06-27 15:53:43.534893,34,84.5,178.4,12.9
2023-06-27 15:53:45.534880,34,84.5,178.4,12.700000000000001
2023-06-27 15:53:47.534942,34,84.5,178.4,12.9
2023-06-27 15:53:49.535010,34,84.5,178.4,12.9
2023-06-27 15:53:51.535134,34,84.5,178.4,12.9
2023-06-27 15:53:53.535126,34,84.5,178.4,12.9
2023-06-27 15:53:55.535183,34,84.5,178.4,12.9
2023-06-27 15:53:57.535259,34,84.5,178.4,12.9
2023-06-27 15:53:59.535299,34,84.5,178.4,12.9
2023-06-27 15:54:01.535445,34,84.5,178.4,12.9
2023-06-27 15:54:03.535696,34,84.5,178.4,12.9
2023-06-27 15:54:05.535546,34,84.5,178.4,12.9
2023-06-27 15:54:07.535825,34,84.5,178.4,12.9
2023-06-27 15:54:09.535805,34,84.5,178.4,12.9
2023-06-27 15:54:11.535953,34,84.5,178.4,12.9
2023-06-27 15:54:13.535998,34,84.5,178.4,12.9
2023-06-27 15:54:15.534057,34,84.5,178.4,12.9
2023-06-27 15:54:17.536061,34,84.5,178.4,12.9
2023-06-27 15:54:19.536177,34,84.5,178.4,12.9
2023-06-27 15:54:21.536166,34,84.5,178.4,12.9
2023-06-27 15:54:23.536092,34,84.5,178.4,12.9
2023-06-27 15:54:25.535973,34,84.5,178.4,12.9
2023-06-27 15:54:27.536411,34,84.5,178.4,12.9
2023-06-27 15:54:29.536384,34,84.5,178.4,12.9
2023-06-27 15:54:31.536457,34,84.5,178.4,12.9
2023-06-27 15:54:33.536392,34,84.5,178.4,12.9
2023-06-27 15:54:35.536384,34,84.5,178.4,12.9
2023-06-27 15:54:37.536537,34,84.5,178.4,12.9
2023-06-27 15:54:39.536524,34,84.5,178.4,12.9
2023-06-27 15:54:41.536276,34,84.5,178.4,12.9
2023-06-27 15:54:43.536631,34,84.5,178.4,12.9
2023-06-27 15:54:45.536778,34,84.5,178.4,12.9
2023-06-27 15:54:47.536829,34,84.5,178.4,12.9
2023-06-27 15:54:49.535088,34,84.5,178.4,12.9
2023-06-27 15:54:51.536870,34,84.5,178.4,12.9
2023-06-27 15:54:53.536845,34,84.5,178.4,12.9
2023-06-27 15:54:55.537025,34,84.5,178.4,12.9
2023-06-27 15:54:57.536796,34,84.5,178.4,12.9
2023-06-27 15:54:59.537134,34,84.5,178.4,12.9
2023-06-27 15:55:01.536944,34,84.5,178.4,12.9
2023-06-27 15:55:03.537247,34,84.5,178.4,12.9
2023-06-27 15:55:05.537482,34,84.5,178.4,12.9
2023-06-27 15:55:07.537524,34,84.5,178.4,12.9
2023-06-27 15:55:09.537625,34,84.5,178.4,12.9
2023-06-27 15:55:11.537754,34,84.5,178.4,12.9
2023-06-27 15:55:13.537818,34,84.5,178.4,12.9
2023-06-27 15:55:15.537810,34,84.5,178.4,12.9
2023-06-27 15:55:17.537873,34,84.5,178.4,12.9
2023-06-27 15:55:19.538001,34,84.5,178.4,12.9
2023-06-27 15:55:21.538036,34,84.5,178.3,12.9
2023-06-27 15:55:23.537963,34,84.5,178.3,12.9
2023-06-27 15:55:25.538180,34,84.5,178.3,12.9
2023-06-27 15:55:27.538175,34,84.5,178.3,12.9
2023-06-27 15:55:29.538237,34,84.5,178.3,12.9
2023-06-27 15:55:31.538312,34,84.5,178.3,12.8
2023-06-27 15:55:33.538431,34,84.5,178.3,12.9
2023-06-27 15:55:35.538439,34,84.5,178.3,12.9
2023-06-27 15:55:37.538374,34,84.5,178.3,12.9
2023-06-27 15:55:39.538336,34,84.5,178.3,12.9
2023-06-27 15:55:41.538401,34,84.5,178.3,12.9
2023-06-27 15:55:43.538464,34,84.5,178.3,12.9
2023-06-27 15:55:45.538528,34,84.5,178.3,12.9
2023-06-27 15:55:47.538655,34,84.5,178.3,12.9
2023-06-27 15:55:49.538628,34,84.5,178.3,12.9
2023-06-27 15:55:51.538781,34,84.5,178.3,12.9
2023-06-27 15:55:53.538809,34,84.5,178.3,12.9
2023-06-27 15:55:55.537107,34,84.5,178.3,12.8
2023-06-27 15:55:57.539015,34,84.5,178.3,12.9
2023-06-27 15:55:59.538971,34,84.5,178.3,12.9
2023-06-27 15:56:01.539018,34,84.5,178.3,12.9
2023-06-27 15:56:03.539079,34,84.5,178.3,12.8
2023-06-27 15:56:05.539147,34,84.5,178.3,12.9
2023-06-27 15:56:07.539418,34,84.5,178.3,12.9
2023-06-27 15:56:09.539539,34,84.5,178.3,12.9
2023-06-27 15:56:11.539535,34,84.5,178.3,12.8
2023-06-27 15:56:13.539603,34,84.5,178.3,12.9
2023-06-27 15:56:15.539552,34,84.5,178.3,12.9
2023-06-27 15:56:17.539728,34,84.5,178.3,12.9
2023-06-27 15:56:19.539852,34,84.5,178.3,12.9
2023-06-27 15:56:21.539844,34,84.5,178.3,12.9
2023-06-27 15:56:23.539904,34,84.5,178.3,12.8
2023-06-27 15:56:25.539971,34,84.5,178.3,12.9
2023-06-27 15:56:27.540100,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:29.540090,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:31.540164,34,84.5,178.20000000000002,12.8
2023-06-27 15:56:33.540227,34,84.5,178.20000000000002,12.9
