datetime,Battery SOC,Battery Amphour,Battery Average Temp,Battery Current
2023-06-27 16:00:33.548404,84.5,177.9,26,178.02352941176474
2023-06-27 16:00:35.548330,84.5,177.9,26,177.8310924369748
2023-06-27 16:00:37.548503,84.5,177.9,26,178.109243697479
2023-06-27 16:00:39.548480,84.5,177.9,26,177.08416666666668
2023-06-27 16:00:41.548660,84.5,177.9,26,178.5563025210084
2023-06-27 16:00:43.548682,84.5,177.9,26,178.44789915966388
2023-06-27 16:00:45.548380,84.5,177.9,26,178.03193277310928
2023-06-27 16:00:47.548850,84.5,177.9,26,178.6949579831933
2023-06-27 16:00:49.548697,84.5,177.9,26,177.2099173553719
2023-06-27 16:00:51.546493,84.5,177.9,26,178.42016806722688
2023-06-27 16:00:53.546497,84.5,177.9,26,178.2201680672269
2023-06-27 16:00:55.546557,84.5,177.9,26,178.23781512605044
2023-06-27 16:00:57.546635,84.5,177.9,26,176.59166666666667
2023-06-27 16:00:59.546689,84.5,177.8,26,178.23361344537818
2023-06-27 16:01:01.548956,84.5,177.8,26,177.91008403361346
2023-06-27 16:01:03.546884,84.5,177.8,26,177.00336134453784
2023-06-27 16:01:05.546882,84.5,177.8,26,176.19750000000002
2023-06-27 16:01:07.547011,84.5,177.8,26,174.6731092436975
2023-06-27 16:01:09.547090,84.5,177.8,26,174.8890756302521
2023-06-27 16:01:11.547160,84.5,177.8,26,175.32689075630253
2023-06-27 16:01:13.547198,84.5,177.8,26,178.27394957983196
2023-06-27 16:01:15.549385,84.5,177.8,26,176.08333333333334
2023-06-27 16:01:17.547255,84.5,177.8,26,175.8260504201681
2023-06-27 16:01:19.547416,84.5,177.8,26,176.16302521008404
2023-06-27 16:01:21.547454,84.5,177.8,26,186.37899159663868
2023-06-27 16:01:23.547518,84.5,177.8,26,187.0375
2023-06-27 16:01:25.547511,84.5,177.8,26,177.43193277310925
2023-06-27 16:01:27.550263,84.5,177.8,26,177.6058823529412
2023-06-27 16:01:29.547643,84.5,177.8,26,176.41176470588235
2023-06-27 16:01:31.547779,84.5,177.8,26,176.94166666666666
2023-06-27 16:01:33.547769,84.5,177.8,26,183.21344537815128
2023-06-27 16:01:35.550190,84.5,177.8,26,175.49075630252102
2023-06-27 16:01:37.547900,84.5,177.8,26,177.76638655462185
2023-06-27 16:01:39.548030,84.5,177.8,26,177.37983193277313
2023-06-27 16:01:41.548023,84.5,177.8,26,176.15210084033615
2023-06-27 16:01:43.548093,84.5,177.8,26,177.8672268907563
2023-06-27 16:01:45.548158,84.5,177.8,26,178.3
2023-06-27 16:01:47.548224,84.5,177.8,26,177.87899159663868
2023-06-27 16:01:49.550926,84.5,177.8,26,176.52083333333334
