AverageMotorStatorCurrent,AverageMotorPhaseVoltage,MotorActualTorque,TargetTorque,MotorRPM,PropotionalSpeedLimit,CalculatedBatteryCurrent,ControllerCapacitorVoltage,ThrottleInput,Synced,timeStamp
55.0,24.8125,12.375,12.75,1127.0,1371,15.5,99.375,3.6484375,0,1685924307682
33.0,24.4375,6.9375,12.5,1168.0,1268,14.0625,99.4375,3.578125,0,1685924307780
6.0,22.5,2.0,11.25,1128.0,1228,7.875,99.5,3.375,0,1685924307880
4.0,22.9375,0.5625,9.6875,1103.0,1185,4.0,99.5625,3.29296875,0,1685924307986
4.0,20.5625,-1.4375,10.125,1079.0,1136,1.1875,99.5625,3.31640625,0,1685924308083
8.0,20.9375,-1.625,10.0,1045.0,1102,-0.5625,99.5,3.3046875,0,1685924308188
18.0,21.75,-5.0,9.75,1062.0,1072,-2.0,99.5625,3.2890625,0,1685924308280
36.0,21.375,-7.9375,9.875,1075.0,1046,-5.5625,99.625,3.28125,0,1685924308380
20.0,19.4375,-4.375,9.8125,1013.0,1026,-6.25,99.625,3.27734375,0,1685924308482
21.0,20.1875,-5.8125,9.875,1015.0,1006,-5.125,99.6875,3.2890625,0,1685924308581
26.0,19.0625,-5.4375,9.875,997.0,995,-5.6875,99.6875,3.26953125,0,1685924308680
13.0,19.0,-2.6875,9.375,964.0,986,-4.6875,99.5625,3.19140625,0,1685924308781
20.0,19.4375,-5.4375,8.25,987.0,965,-4.25,99.5625,3.03125,0,1685924308880
15.0,17.875,-4.0625,7.25,946.0,925,-4.375,99.625,2.9375,0,1685924308982
26.0,18.625,-6.5625,6.375,930.0,862,-4.125,99.625,2.82421875,0,1685924309082
41.0,16.6875,-10.0625,6.125,913.0,799,-6.1875,99.625,2.8203125,0,1685924309182
42.0,16.6875,-11.0,6.3125,873.0,752,-7.5625,99.625,2.8125,0,1685924309283
60.0,18.3125,-15.3125,6.125,891.0,714,-9.4375,99.6875,2.80859375,0,1685924309381
72.0,17.125,-18.25,6.125,900.0,686,-12.3125,99.75,2.83203125,0,1685924309483
66.0,15.9375,-16.5,6.8125,857.0,672,-12.875,99.6875,2.92578125,0,1685924309582
64.0,16.3125,-15.5625,8.875,859.0,695,-12.9375,99.6875,3.203125,0,1685924309680
54.0,15.9375,-11.6875,11.5,848.0,746,-12.0,99.6875,3.51953125,0,1685924309782
25.0,17.0625,-4.375,11.75,839.0,846,-8.875,99.5625,3.5078125,0,1685924309882
6.0,19.0,0.625,11.625,880.0,931,-4.3125,99.5625,3.49609375,0,1685924309991
17.0,20.1875,5.125,11.5625,899.0,993,0.3125,99.4375,3.48828125,0,1685924310081
39.0,19.0,9.3125,11.5625,899.0,1039,4.5,99.5,3.49609375,0,1685924310181
49.0,19.0,11.6875,11.8125,865.0,1076,8.6875,99.4375,3.51171875,0,1685924310282
49.0,19.75,11.6875,11.8125,887.0,1107,10.875,99.4375,3.5234375,0,1685924310380
49.0,21.75,11.6875,11.75,925.0,1130,12.125,99.4375,3.51953125,0,1685924310482
48.0,22.125,11.5625,11.75,947.0,1147,12.8125,99.375,3.48828125,0,1685924310580
48.0,21.3125,11.5,11.375,953.0,1150,12.875,99.4375,3.46484375,0,1685924310680
37.0,22.5,8.0,11.5,1010.0,1144,12.8125,99.4375,3.453125,0,1685924310780
22.0,22.5,6.25,11.6875,1024.0,1146,9.6875,99.5,3.51953125,0,1685924310880
32.0,21.6875,7.5,11.375,1009.0,1147,8.875,99.375,3.48828125,0,1685924310982
27.0,21.3125,6.1875,11.375,1021.0,1141,8.3125,99.4375,3.46484375,0,1685924311081
39.0,20.9375,9.8125,11.125,960.0,1131,8.4375,99.4375,3.46875,0,1685924311181
36.0,22.125,8.625,10.9375,969.0,1129,9.9375,99.4375,3.40625,0,1685924311281
18.0,20.5625,3.875,10.875,1000.0,1094,8.1875,99.5,3.38671875,0,1685924311380
17.0,19.8125,4.25,9.9375,952.0,1048,6.0,99.5,3.29296875,0,1685924311482
9.0,19.375,1.5625,10.0,950.0,1030,4.1875,99.5,3.28125,0,1685924311581
7.0,19.8125,1.0625,9.8125,947.0,1016,2.25,99.5625,3.28125,0,1685924311683
6.0,18.625,1.75,9.5625,931.0,1005,1.5,99.5,3.24609375,0,1685924311780
10.0,18.625,2.6875,9.375,911.0,990,1.625,99.5,3.2109375,0,1685924311883
16.0,19.0,4.25,9.25,879.0,974,2.6875,99.5,3.19921875,0,1685924311983
11.0,19.4375,2.5,9.375,890.0,959,3.0625,99.5625,3.22265625,0,1685924312082
12.0,17.875,3.25,9.375,871.0,950,2.4375,99.5,3.21484375,0,1685924312181
26.0,17.0625,6.1875,9.0,825.0,925,3.875,99.4375,3.1796875,0,1685924312281
13.0,17.4375,2.6875,9.125,847.0,922,4.25,99.5,3.2109375,0,1685924312383
19.0,17.0625,4.375,9.125,838.0,924,3.5625,99.5,3.203125,0,1685924312480
21.0,18.25,5.25,9.25,834.0,932,4.0625,99.5625,3.21484375,0,1685924312580
22.0,17.875,5.5,8.875,835.0,930,4.5625,99.5,3.14453125,0,1685924312682
27.0,16.6875,6.375,7.8125,814.0,908,5.25,99.5,2.90234375,0,1685924312782
15.0,16.3125,2.9375,0.9375,798.0,852,5.3125,99.4375,1.3828125,0,1685924312882
8.0,15.5,-1.5625,0.0,776.0,697,2.3125,99.5625,1.375,0,1685924312983
44.0,11.25,-11.25,0.0,718.0,517,-1.875,99.6875,1.38671875,0,1685924313085
42.0,7.375,-9.75,0.0,542.0,383,-4.0625,99.625,1.3828125,0,1685924313185
19.0,5.0,-4.0,0.0,363.0,283,-2.8125,99.5625,1.36328125,0,1685924313280
6.0,4.25,-1.5,0.0,251.0,208,-1.4375,99.5625,1.359375,0,1685924313380
8.0,3.0625,-2.125,0.0,202.0,153,-0.75,99.625,1.38671875,0,1685924313485
6.0,2.3125,-1.625,0.0,149.0,112,-0.4375,99.5625,1.39453125,0,1685924313580
6.0,1.9375,-1.4375,0.0,114.0,86,-0.3125,99.5625,1.36328125,0,1685924313680
4.0,2.3125,0.0,0.0,81.0,58,-0.125,99.5625,1.38671875,0,1685924313780
0.0,1.125,0.0,0.0,66.0,41,-0.0625,99.5625,1.38671875,0,1685924313881
0.0,1.125,0.0,0.0,57.0,30,-0.0625,99.5625,1.38671875,0,1685924313981
0.0,0.75,0.0,0.0,53.0,20,-0.0625,99.5625,1.40625,0,1685924314083
0.0,1.5,0.0,0.0,44.0,12,-0.0625,99.625,1.41796875,0,1685924314179
0.0,1.125,0.0,0.0,37.0,6,-0.0625,99.5625,1.375,0,1685924314281
0.0,1.125,0.0,0.0,29.0,1,0.0,99.5625,1.359375,0,1685924314382
0.0,0.75,0.0,0.0,18.0,0,0.0,99.5625,1.359375,0,1685924314481
0.0,0.75,0.0,0.0,7.0,0,0.0,99.5625,1.37109375,0,1685924314580
0.0,1.125,0.1875,0.0,-3.0,0,0.0,99.5625,1.37109375,0,1685924314681
0.0,0.75,-0.25,0.0,2.0,0,0.0,99.5625,1.3984375,0,1685924314781
0.0,1.125,0.0,0.0,0.0,0,0.0,99.5,1.38671875,0,1685924314880
0.0,0.75,0.0,0.0,0.0,0,0.0,99.5,1.375,0,1685924314982
0.0,0.375,0.0,0.0,0.0,0,0.0,99.5625,1.3828125,0,1685924315080
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.40625,0,1685924315179
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.453125,0,1685924315279
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.41015625,0,1685924315382
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.39453125,0,1685924315482
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5,1.38671875,0,1685924315583
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.37109375,0,1685924315682
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.40625,0,1685924315782
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.39453125,0,1685924315883
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3828125,0,1685924315991
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.4296875,0,1685924316083
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.4296875,0,1685924316178
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3984375,0,1685924316285
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3984375,0,1685924316380
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.40625,0,1685924316494
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.42578125,0,1685924316583
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.39453125,0,1685924316684
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.38671875,0,1685924316783
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.40625,0,1685924316882
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3984375,0,1685924316985
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.42578125,0,1685924317083
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.4296875,0,1685924317181
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.9921875,0,1685924317281
0.0,0.75,0.0,0.125,0.0,7,0.0,99.5625,2.53515625,0,1685924317381
0.0,0.75,0.0,6.625,0.0,23,0.0,99.5625,3.0859375,0,1685924317479
0.0,0.75,0.0,10.9375,0.0,71,0.0,99.5625,3.46484375,0,1685924317581
0.0,0.75,0.0,13.5625,0.0,133,0.0,99.625,3.8125,0,1685924317680
21.0,0.375,5.875,15.0,6.0,336,0.0625,99.625,3.98046875,0,1685924317781
64.0,5.8125,15.6875,15.6875,95.0,630,1.9375,99.5625,4.04296875,0,1685924317885
67.0,8.5,15.5625,15.8125,255.0,874,5.0,99.5,4.0390625,0,1685924317989
68.0,5.8125,15.8125,15.9375,270.0,1059,6.125,99.5625,4.0625,0,1685924318081
66.0,4.625,15.875,15.875,195.0,1199,5.3125,99.5625,4.06640625,0,1685924318180
68.0,5.8125,16.0625,16.0,188.0,1310,5.125,99.5,4.09375,0,1685924318280
68.0,9.6875,16.375,16.25,289.0,1397,6.4375,99.5,4.0859375,0,1685924318386
70.0,12.0,16.1875,16.1875,435.0,1462,8.5625,99.5,4.09375,0,1685924318481
73.0,12.8125,17.25,18.0,529.0,1522,10.4375,99.4375,4.3515625,0,1685924318581
76.0,14.3125,18.25,18.25,572.0,1603,12.3125,99.4375,4.38671875,0,1685924318681
79.0,14.75,18.8125,18.6875,602.0,1679,13.5625,99.4375,4.43359375,0,1685924318781
80.0,16.25,18.8125,18.6875,669.0,1736,15.0,99.375,4.41015625,0,1685924318881
81.0,19.375,18.75,19.0,780.0,1779,17.125,99.3125,4.453125,0,1685924318981
79.0,21.6875,18.5625,18.75,894.0,1814,19.5,99.3125,4.40625,0,1685924319082
78.0,22.5,18.125,18.125,969.0,1823,21.0625,99.375,4.3359375,0,1685924319180
73.0,24.8125,17.5,17.25,1008.0,1796,21.5625,99.3125,4.19921875,0,1685924319280
71.0,24.4375,16.9375,16.6875,1071.0,1770,21.6875,99.3125,4.19140625,0,1685924319380
75.0,25.1875,17.0,16.75,1140.0,1746,22.5625,99.3125,4.1796875,0,1685924319484
72.0,27.5,16.875,16.6875,1216.0,1726,23.6875,99.3125,4.12890625,0,1685924319580
70.0,28.6875,16.4375,16.0,1266.0,1704,24.3125,99.25,4.01953125,0,1685924319682
63.0,29.8125,15.25,15.25,1297.0,1668,24.0625,99.25,3.9453125,0,1685924319781
65.0,29.0625,15.0,14.875,1344.0,1625,23.8125,99.3125,3.87109375,0,1685924319883
10.0,27.9375,0.0,14.0625,1376.0,1430,20.0,99.5,3.8203125,0,1685924319994
9.0,24.4375,0.75,14.25,1301.0,1425,6.625,99.5,3.80859375,0,1685924320080
16.0,26.0,4.0,13.25,1255.0,1355,5.6875,99.5,3.6953125,0,1685924320188
16.0,26.0,-3.1875,11.9375,1274.0,1315,2.5625,99.5625,3.51953125,0,1685924320282
27.0,25.25,-6.9375,10.6875,1290.0,1265,-3.375,99.625,3.375,0,1685924320380
36.0,23.75,-9.125,10.0625,1265.0,1206,-8.0,99.6875,3.31640625,0,1685924320483
30.0,21.75,-6.9375,10.25,1186.0,1156,-9.25,99.6875,3.32421875,0,1685924320580
17.0,21.75,-3.375,10.125,1095.0,1119,-7.0,99.625,3.3046875,0,1685924320682
6.0,20.1875,-1.5625,10.25,1052.0,1090,-4.0625,99.5625,3.33984375,0,1685924320780
11.0,20.5625,-1.375,10.625,1022.0,1069,-2.4375,99.5625,3.359375,0,1685924320883
0.0,20.1875,0.5625,10.4375,986.0,1049,-1.125,99.5625,3.37109375,0,1685924320986
11.0,19.8125,2.9375,11.0,965.0,1069,0.4375,99.5,3.40625,0,1685924321081
16.0,20.1875,3.625,10.6875,975.0,1082,2.5625,99.5,3.39453125,0,1685924321182
10.0,21.0,2.1875,10.6875,988.0,1077,3.125,99.5625,3.39453125,0,1685924321281
24.0,19.375,6.0,10.8125,941.0,1086,3.625,99.5625,3.40625,0,1685924321381
41.0,19.375,9.75,10.5625,890.0,1077,6.6875,99.5,3.41796875,0,1685924321481
34.0,20.9375,8.5,10.6875,902.0,1074,8.625,99.4375,3.375,0,1685924321582
20.0,20.5625,5.125,10.6875,927.0,1074,7.5625,99.5,3.39453125,0,1685924321685
21.0,20.1875,5.375,10.5625,925.0,1072,6.1875,99.5,3.375,0,1685924321782
20.0,19.8125,3.9375,10.8125,932.0,1074,5.375,99.5,3.3984375,0,1685924321881
22.0,19.0,4.125,10.4375,935.0,1080,4.75,99.5,3.328125,0,1685924321984
15.0,19.375,3.125,10.25,937.0,1037,4.5,99.5,3.32421875,0,1685924322081
8.0,17.5,0.9375,10.0625,917.0,1017,2.8125,99.5625,3.328125,0,1685924322181
18.0,17.4375,4.375,10.125,868.0,1021,2.625,99.5,3.32421875,0,1685924322280
20.0,18.25,4.3125,9.9375,865.0,1015,3.9375,99.5,3.25,0,1685924322381
15.0,17.5,3.375,9.8125,867.0,1007,3.625,99.5625,3.27734375,0,1685924322479
17.0,18.25,5.1875,9.8125,834.0,997,3.6875,99.5,3.2578125,0,1685924322579
22.0,17.8125,5.5625,9.6875,824.0,991,4.5625,99.5,3.24609375,0,1685924322683
21.0,17.4375,4.6875,9.625,827.0,981,4.9375,99.5,3.2578125,0,1685924322780
20.0,17.5,4.875,9.625,816.0,975,4.5625,99.5,3.27734375,0,1685924322883
24.0,17.0625,6.0,9.625,803.0,976,4.6875,99.5,3.2578125,0,1685924322983
29.0,15.875,6.8125,9.75,790.0,975,5.4375,99.4375,3.2265625,0,1685924323081
34.0,16.6875,7.8125,9.625,773.0,971,6.1875,99.5,3.26171875,0,1685924323180
32.0,16.6875,7.5,9.625,783.0,979,6.6875,99.4375,3.26171875,0,1685924323280
30.0,16.6875,7.0,9.6875,792.0,978,6.875,99.4375,3.23828125,0,1685924323380
27.0,17.875,6.4375,9.75,794.0,977,6.375,99.5625,3.234375,0,1685924323483
26.0,16.6875,5.9375,9.25,797.0,967,6.0,99.5,3.19140625,0,1685924323582
28.0,16.3125,6.5,9.0,780.0,955,5.8125,99.5,3.17578125,0,1685924323683
24.0,16.6875,5.5625,8.75,777.0,937,5.625,99.5,3.10546875,0,1685924323780
4.0,14.75,-0.1875,7.75,773.0,861,3.875,99.5625,2.99609375,0,1685924323883
4.0,15.125,1.3125,7.75,731.0,831,1.75,99.625,3.00390625,0,1685924323983
4.0,14.375,1.25,7.0,694.0,794,1.25,99.5625,2.875,0,1685924324081
4.0,12.4375,-0.125,6.9375,679.0,762,0.6875,99.5625,2.875,0,1685924324181
4.0,12.4375,0.0,6.5,649.0,736,0.25,99.5625,2.8203125,0,1685924324283
0.0,12.0,0.3125,6.0625,616.0,704,0.25,99.5625,2.765625,0,1685924324380
4.0,11.25,0.3125,5.9375,581.0,670,0.375,99.5625,2.7421875,0,1685924324484
4.0,10.5,0.0,5.75,554.0,642,0.1875,99.625,2.76171875,0,1685924324583
0.0,10.5,0.375,5.625,526.0,620,0.0,99.5625,2.7265625,0,1685924324683
4.0,10.5,0.0,5.0625,512.0,601,0.0625,99.5625,2.68359375,0,1685924324780
4.0,9.3125,0.0,5.5,490.0,581,0.125,99.625,2.7265625,0,1685924324881
0.0,9.3125,0.4375,5.625,465.0,567,0.0625,99.625,2.75,0,1685924324984
11.0,8.5,2.9375,5.625,437.0,576,0.375,99.625,2.73828125,0,1685924325081
21.0,8.5,5.3125,5.8125,410.0,579,1.4375,99.5625,2.765625,0,1685924325181
22.0,8.125,5.625,5.75,384.0,576,2.1875,99.5625,2.75390625,0,1685924325281
25.0,7.375,5.8125,5.8125,363.0,589,2.4375,99.5625,2.75,0,1685924325382
22.0,7.75,5.625,5.375,351.0,582,2.5,99.5625,2.703125,0,1685924325482
22.0,8.125,5.3125,5.5,352.0,571,2.4375,99.5625,2.71484375,0,1685924325580
24.0,8.125,5.5,5.4375,366.0,565,2.4375,99.5625,2.73046875,0,1685924325681
22.0,8.9375,5.375,5.5,376.0,561,2.5625,99.5625,2.7265625,0,1685924325781
23.0,8.125,5.6875,5.625,385.0,567,2.625,99.5,2.71875,0,1685924325880
23.0,8.125,5.6875,5.8125,384.0,568,2.625,99.5625,2.7265625,0,1685924325981
24.0,8.125,5.75,5.75,375.0,574,2.625,99.5625,2.73828125,0,1685924326083
25.0,8.5,5.75,5.8125,377.0,581,2.6875,99.5625,2.73828125,0,1685924326180
23.0,8.5,5.5625,5.375,389.0,571,2.6875,99.5,2.70703125,0,1685924326281
24.0,8.125,5.75,5.75,386.0,573,2.625,99.5,2.71875,0,1685924326380
22.0,8.125,5.375,5.5,373.0,563,2.625,99.5625,2.71875,0,1685924326481
24.0,7.375,5.8125,5.9375,356.0,569,2.5,99.5625,2.78515625,0,1685924326581
22.0,8.125,5.8125,5.8125,344.0,577,2.5,99.5625,2.75,0,1685924326682
23.0,7.375,5.75,5.875,339.0,583,2.5,99.5,2.7734375,0,1685924326781
24.0,7.375,5.9375,5.9375,335.0,591,2.5,99.5625,2.75390625,0,1685924326881
26.0,7.375,5.75,5.8125,346.0,585,2.5,99.5,2.77734375,0,1685924326983
25.0,8.5,5.875,6.25,362.0,594,2.625,99.5625,2.80078125,0,1685924327082
28.0,8.5,6.375,6.5,375.0,604,2.8125,99.5625,2.84375,0,1685924327183
25.0,9.3125,6.75,6.8125,387.0,621,3.0,99.5625,2.90234375,0,1685924327283
30.0,8.5,6.8125,6.75,388.0,642,3.1875,99.5,2.875,0,1685924327381
28.0,8.9375,6.6875,6.8125,385.0,661,3.25,99.5,2.87890625,0,1685924327483
30.0,8.5,6.75,6.8125,394.0,676,3.3125,99.5,2.92578125,0,1685924327582
31.0,8.9375,7.125,7.125,405.0,691,3.4375,99.5,2.93359375,0,1685924327683
30.0,9.6875,7.0625,7.125,405.0,705,3.625,99.5625,2.921875,0,1685924327781
28.0,8.9375,6.875,7.25,410.0,705,3.625,99.5625,2.9375,0,1685924327883
30.0,8.9375,7.25,7.375,408.0,715,3.625,99.5,2.92578125,0,1685924328003
28.0,10.0625,7.0625,7.1875,426.0,716,3.75,99.5,2.93359375,0,1685924328081
30.0,9.6875,7.0,7.0625,450.0,715,3.875,99.5625,2.9453125,0,1685924328180
29.0,9.3125,7.0625,7.125,445.0,717,3.9375,99.5,2.93359375,0,1685924328279
30.0,9.6875,7.0625,7.0,441.0,715,3.875,99.5625,2.92578125,0,1685924328381
27.0,10.4375,6.6875,6.625,445.0,713,3.875,99.5,2.87890625,0,1685924328481
27.0,10.875,6.5625,6.6875,474.0,700,3.875,99.5625,2.84765625,0,1685924328581
25.0,11.25,6.25,6.375,488.0,684,3.875,99.5625,2.83203125,0,1685924328682
26.0,10.0625,6.4375,6.375,471.0,669,3.75,99.5,2.82421875,0,1685924328780
26.0,10.0625,6.25,6.375,469.0,657,3.6875,99.5,2.83203125,0,1685924328882
26.0,11.25,6.375,6.25,475.0,653,3.6875,99.5625,2.8203125,0,1685924328987
15.0,10.875,3.375,6.0625,503.0,645,3.25,99.5625,2.77734375,0,1685924329082
0.0,9.6875,-0.125,5.8125,502.0,595,1.6875,99.5625,2.75,0,1685924329181
4.0,9.3125,1.1875,4.375,461.0,561,0.875,99.5625,2.55859375,0,1685924329283
0.0,7.75,-0.125,4.1875,450.0,533,0.5,99.5625,2.51171875,0,1685924329382
4.0,8.9375,-0.75,3.75,424.0,493,0.0625,99.625,2.484375,0,1685924329483
0.0,7.75,-0.9375,3.75,397.0,461,-0.25,99.625,2.49609375,0,1685924329581
0.0,7.0,-0.5,3.5625,369.0,437,-0.25,99.5625,2.46484375,0,1685924329683
8.0,7.75,-2.8125,2.9375,380.0,411,-0.375,99.5625,2.328125,0,1685924329782
26.0,7.375,-6.375,1.3125,395.0,366,-1.1875,99.5625,2.15234375,0,1685924329889
36.0,5.8125,-8.3125,0.4375,365.0,309,-1.9375,99.625,2.0078125,0,1685924329980
35.0,3.875,-8.875,0.0625,293.0,217,-1.875,99.625,2.0390625,0,1685924330084
35.0,3.0625,-7.8125,0.0625,223.0,163,-1.5,99.625,2.01953125,0,1685924330182
33.0,2.3125,-7.6875,0.0625,181.0,124,-1.0625,99.5625,1.99609375,0,1685924330281
28.0,1.5,-6.4375,0.125,134.0,115,-0.6875,99.5625,2.34765625,0,1685924330382
6.0,1.5,-1.3125,3.75,105.0,160,-0.375,99.5625,2.5,0,1685924330481
13.0,2.3125,3.6875,4.25,106.0,226,-0.0625,99.5625,2.5703125,0,1685924330582
19.0,3.875,4.25,4.25,137.0,275,0.5,99.625,2.578125,0,1685924330680
19.0,3.875,4.75,4.75,173.0,335,0.9375,99.5625,2.6171875,0,1685924330782
19.0,1.5,5.0,5.25,114.0,380,0.875,99.5625,2.68359375,0,1685924330882
23.0,0.375,5.5625,5.75,37.0,428,0.5625,99.5625,2.7421875,0,1685924330986
23.0,1.5,5.6875,5.75,35.0,467,0.5,99.5625,2.7421875,0,1685924331082
24.0,3.5,5.75,5.75,100.0,499,0.8125,99.625,2.765625,0,1685924331181
23.0,4.25,5.875,5.6875,162.0,527,1.25,99.5625,2.76171875,0,1685924331281
22.0,2.6875,5.6875,5.8125,151.0,548,1.3125,99.5625,2.765625,0,1685924331381
24.0,0.375,5.75,5.6875,64.0,565,0.9375,99.5625,2.73828125,0,1685924331481
22.0,0.75,5.8125,5.625,8.0,574,0.5,99.5625,2.73046875,0,1685924331585
23.0,1.5,5.75,5.5,21.0,577,0.5,99.5625,2.6953125,0,1685924331683
18.0,1.5,4.25,2.75,54.0,558,0.625,99.5625,2.046875,0,1685924331781
0.0,1.125,0.0,0.0,25.0,123,0.3125,99.5625,1.36328125,0,1685924331880
14.0,1.125,4.3125,0.0,-59.0,82,0.0625,99.5625,1.36328125,0,1685924331990
18.0,0.0,4.25,0.0,-52.0,59,0.0,99.625,1.40625,0,1685924332080
0.0,1.5,-0.25,0.0,4.0,42,0.0625,99.625,1.359375,0,1685924332180
0.0,0.75,-0.6875,0.0,13.0,29,0.0,99.5625,1.375,0,1685924332281
4.0,0.75,0.0,0.0,0.0,19,0.0,99.625,1.359375,0,1685924332382
0.0,1.125,0.0,0.0,1.0,11,0.0,99.5625,1.359375,0,1685924332483
4.0,0.75,0.0,0.0,0.0,6,0.0,99.5625,1.3359375,0,1685924332583
0.0,0.0,0.0,0.0,0.0,1,0.0,99.625,1.3359375,0,1685924332682
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.34765625,0,1685924332782
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685924332881
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.328125,0,1685924332985
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3359375,0,1685924333083
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.359375,0,1685924333181
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685924333281
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685924333380
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685924333480
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3828125,0,1685924333589
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685924333682
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.32421875,0,1685924333781
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685924333881
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685924333984
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3828125,0,1685924334083
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.33984375,0,1685924334181
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.375,0,1685924334283
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685924334381
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.37109375,0,1685924334481
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685924334581
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.32421875,0,1685924334682
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685924334782
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685924334882
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3515625,0,1685924334984
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685924335082
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3984375,0,1685924335181
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685924335281
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685924335380
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685924335481
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.36328125,0,1685924335582
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685924335683
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685924335782
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685924335881
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685924335986
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685924336078
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685924336181
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685924336282
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685924336384
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3515625,0,1685924336481
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3515625,0,1685924336579
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.37109375,0,1685924336679
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685924336783
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685924336881
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.32421875,0,1685924336987
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685924337086
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685924337181
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685924337279
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685924337379
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.37109375,0,1685924337479
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685924337579
