AverageMotorStatorCurrent,AverageMotorPhaseVoltage,MotorActualTorque,TargetTorque,MotorRPM,PropotionalSpeedLimit,CalculatedBatteryCurrent,ControllerCapacitorVoltage,ThrottleInput,Synced,timeStamp
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923708969
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3515625,0,1685923709070
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.40625,0,1685923709171
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.375,0,1685923709272
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.375,0,1685923709371
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.39453125,0,1685923709470
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685923709570
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923709672
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923709769
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923709870
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.37109375,0,1685923709961
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923710070
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923710169
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923710257
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3984375,0,1685923710357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685923710457
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923710556
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923710658
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923710756
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.39453125,0,1685923710858
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.39453125,0,1685923710959
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3984375,0,1685923711059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3828125,0,1685923711157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.39453125,0,1685923711258
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685923711372
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923711459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685923711558
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923711658
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685923711757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3984375,0,1685923711859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3984375,0,1685923711957
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.38671875,0,1685923712057
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923712157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923712257
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.39453125,0,1685923712366
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923712457
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923712556
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923712656
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.37109375,0,1685923712757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685923712859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923712961
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.39453125,0,1685923713058
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923713157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923713256
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.39453125,0,1685923713364
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923713459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3828125,0,1685923713557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.38671875,0,1685923713657
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.39453125,0,1685923713757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.39453125,0,1685923713860
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3828125,0,1685923713958
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923714057
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3984375,0,1685923714158
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.42578125,0,1685923714257
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3984375,0,1685923714357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685923714456
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3984375,0,1685923714557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3984375,0,1685923714659
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3984375,0,1685923714762
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.39453125,0,1685923714859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.40625,0,1685923714958
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923715059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923715157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923715258
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923715357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923715459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923715558
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923715659
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923715757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923715857
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923715957
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923716057
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923716157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923716257
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923716357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923716457
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923716558
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923716659
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923716758
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923716859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923716958
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923717058
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923717159
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923717259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923717357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3359375,0,1685923717459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923717557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923717658
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923717757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923717859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923717961
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.33984375,0,1685923718059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923718165
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923718259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923718357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923718459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923718557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923718658
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923718757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923718859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923718961
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923719059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923719156
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923719259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923719359
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3828125,0,1685923719457
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923719557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923719657
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.3828125,0,1685923719756
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923719863
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923719957
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923720059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923720157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923720259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.359375,0,1685923720357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.33984375,0,1685923720459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923720556
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923720659
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3828125,0,1685923720757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923720860
0.0,0.0,0.0,0.0,0.0,0,0.0,99.75,1.36328125,0,1685923720963
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.38671875,0,1685923721057
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923721157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923721259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923721357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.33984375,0,1685923721459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923721557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923721659
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923721758
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923721859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923721958
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923722059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923722158
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923722257
0.0,0.0,0.0,0.0,0.0,0,0.0,99.5625,1.36328125,0,1685923722358
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923722458
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923722558
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923722658
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923722758
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923722859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3828125,0,1685923722959
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923723059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923723159
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923723258
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923723357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923723459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923723559
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923723657
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923723759
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923723861
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923723957
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923724060
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923724159
0.0,0.0,0.0,0.0,0.0,0,0.0,99.75,1.38671875,0,1685923724259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3359375,0,1685923724359
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923724460
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923724557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923724659
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923724758
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923724859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923724959
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923725059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.34765625,0,1685923725157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923725259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923725357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923725459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923725558
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923725659
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923725757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923725857
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923725957
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923726059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923726160
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923726258
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923726358
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923726457
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923726557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923726656
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.33984375,0,1685923726757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923726859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923726959
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923727059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923727158
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3359375,0,1685923727260
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3828125,0,1685923727357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923727459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923727557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923727656
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.328125,0,1685923727759
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.34765625,0,1685923727857
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923727957
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685923728060
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923728158
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3359375,0,1685923728258
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923728357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.328125,0,1685923728459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3359375,0,1685923728557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923728657
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923728757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923728858
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.34765625,0,1685923728959
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923729061
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923729159
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923729259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923729358
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923729457
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923729557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923729658
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923729757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923729858
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3828125,0,1685923729974
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923730058
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3984375,0,1685923730157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923730259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.34765625,0,1685923730357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3828125,0,1685923730459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923730558
0.0,0.0,0.0,0.0,0.0,0,0.0,99.75,1.359375,0,1685923730658
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923730757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923730857
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.34765625,0,1685923730958
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923731062
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923731158
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923731259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923731357
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923731459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923731559
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923731657
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923731757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923731857
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.38671875,0,1685923731964
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923732060
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923732158
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.34765625,0,1685923732259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.33984375,0,1685923732358
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923732460
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3359375,0,1685923732559
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923732658
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923732758
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923732859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.33984375,0,1685923732958
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923733059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923733158
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923733258
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923733359
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923733460
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923733561
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923733660
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3984375,0,1685923733760
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923733859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923733958
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923734059
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923734157
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3359375,0,1685923734257
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923734365
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923734459
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.34765625,0,1685923734557
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.38671875,0,1685923734657
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923734757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923734859
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3359375,0,1685923734965
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3984375,0,1685923735060
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.3515625,0,1685923735160
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923735259
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3359375,0,1685923735362
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923735460
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.34765625,0,1685923735559
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923735658
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923735760
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923735858
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923735965
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923736061
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923736158
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923736260
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923736358
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923736450
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923736559
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923736649
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923736750
0.0,0.0,0.0,0.0,0.0,0,0.0,99.75,1.375,0,1685923736849
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.38671875,0,1685923736949
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.32421875,0,1685923737049
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923737152
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923737253
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923737348
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923737449
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923737552
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923737649
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.34765625,0,1685923737749
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.375,0,1685923737850
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.359375,0,1685923737950
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.33984375,0,1685923738053
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.328125,0,1685923738152
0.0,0.0,0.0,0.0,0.0,0,0.0,99.75,1.359375,0,1685923738258
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923738350
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923738450
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923738550
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.34765625,0,1685923738657
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923738758
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.33984375,0,1685923738851
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923738949
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923739049
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.3515625,0,1685923739151
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923739251
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923739349
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.37109375,0,1685923739452
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.33984375,0,1685923739558
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.375,0,1685923739650
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.39453125,0,1685923739757
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.37109375,0,1685923739849
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.36328125,0,1685923739958
0.0,0.0,0.0,0.0,0.0,0,0.0,99.6875,1.33984375,0,1685923740062
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923740150
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.359375,0,1685923740249
0.0,0.0,0.0,0.0,0.0,0,0.0,99.625,1.36328125,0,1685923740349
