name,time,average_motor_phase_voltage,average_motor_stator_current,calculated_battery_current,city,controller_capacitor_voltage,country,motor_actual_torque,motor_rpm,propotional_speed_limit,state,target_torque,throttle_input,vehicle_id,zipcode
controller_motor_usage,2023-05-02T16:07:15.117Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.187Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.218Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.278Z,0,0,0,Tulare,99.5,USA,0,,,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.314Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.37Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.419Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.485Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.553Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.619Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.637Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.718Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.79Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.82Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.888Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.915Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:15.98Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.026Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.087Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.114Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.201Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.221Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.272Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.319Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.378Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.415Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.479Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.512Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.576Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.622Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.688Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.722Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.803Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.813Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.906Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.931Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:16.996Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.013Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.112Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.143Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
